ID,Name,Cadre,Reference_Value,Qualification,Subject,Category_of_Subject,Division
UP814305,Shri Sukh Lal Bharti,Uttar Pradesh,0,LL.B.,,,N.A.
UP814305,Shri Sukh Lal Bharti,Uttar Pradesh,1,B.A.,,,N.A.
UP814306,Shri Chhote Lal Pasi,Uttar Pradesh,0,M.A.,N.A.,N.A.,N.A.
UP814307,Shri Ved Pati Mishra,Uttar Pradesh,0,M.A.,N.A.,N.A.,N.A.
UP814308,Shri Radhey Shyam Mishra,Uttar Pradesh,0,M.B.A.,,,N.A.
UP814308,Shri Radhey Shyam Mishra,Uttar Pradesh,1,M.A.,,,N.A.
UP814309,Shri Akhilesh Singh,Uttar Pradesh,0,M.A.,Philosophy,Social Science and Liberal Arts,N.A.
UP108V01,Ms. Shubhra Saxena,Uttar Pradesh,0,B.Tech,N.A.,N.A.,N.A.
UP108V02,Shri Surya Pal Gangwar,Uttar Pradesh,0,B.E.,Hons,Others,N.A.
UP108V03,Ms. Aditi Singh,Uttar Pradesh,0,M.Phil,,,N.A.
UP108X04,Shri Vaibhav Shrivastava,Uttar Pradesh,0,M.A.,Hindi,Languages and Fine Arts,N.A.
UP108X04,Shri Vaibhav Shrivastava,Uttar Pradesh,1,B.A.,,,N.A.
UP108V09,Dr. Rupesh Kumar,Uttar Pradesh,0,M.B.B.S.,Medicine,Medical,N.A.
UP108O05,Shri Ajit Kumar,Uttar Pradesh,0,M.A.,,,N.A.
UP108O05,Shri Ajit Kumar,Uttar Pradesh,1,B.Ed.,Political Sc.,Social Science and Liberal Arts,N.A.
UP108V06,Shri Anuj Kumar Jha,Uttar Pradesh,0,M.A.,N.A.,N.A.,N.A.
UP108V07,Ms. Mala Srivastava,Uttar Pradesh,0,B.E.,Hons Computers,"Engineering, Technology and Mathematics",N.A.
UP108V08,Dr. Nitin Bansal,Uttar Pradesh,0,M.B.B.S.,Medicine,Medical,N.A.
UP108V10,Shri Masoom Ali Sarwar,Uttar Pradesh,0,Graduate,History,Social Science and Liberal Arts,N.A.
UP108V05,Shri Bhanu C Goswami,Uttar Pradesh,0,Graduate,Sanskrit,Languages and Fine Arts,N.A.
UP108V13,Shri Prakash Bindu,Uttar Pradesh,0,M.Phil,Hindi,Languages and Fine Arts,N.A.
UP108V14,Shri S Rajalingam,Uttar Pradesh,0,B.Tech,,,N.A.
UP108V11,Shri Vivek,Uttar Pradesh,0,B.Tech,,,N.A.
UP108V12,Shri Bhupendra S Chaudhary,Uttar Pradesh,0,Graduate,Botany,Natural Sciences,N.A.
UP814310,Shri Brijesh Narayan Singh,Uttar Pradesh,0,M.A.,Philosophy,Social Science and Liberal Arts,N.A.
UP814310,Shri Brijesh Narayan Singh,Uttar Pradesh,1,B.Sc.,,,N.A.
UP814311,Shri Shrikant Mishra,Uttar Pradesh,0,M.Phil,,,N.A.
UP814311,Shri Shrikant Mishra,Uttar Pradesh,1,LL.B.,,,N.A.
UP814312,Shri Rakesh Kumar Mishra,Uttar Pradesh,0,M.A.,,,N.A.
UP814313,Shri Rama Kant Pandey,Uttar Pradesh,0,M.A.,N.A.,N.A.,N.A.
UP814314,Shri Rajendra Kumar Singh,Uttar Pradesh,0,M.A.,N.A.,N.A.,N.A.
UP814315,Shri Abarar Ahmad,Uttar Pradesh,0,M.A.,,,N.A.
UP814316,Dr. Akhtar Riyaz,Uttar Pradesh,0,Doctorate,,,N.A.
UP814316,Dr. Akhtar Riyaz,Uttar Pradesh,1,M.A.,Geography,Social Science and Liberal Arts,N.A.
UP814317,Dr. Ramashankar Maurya,Uttar Pradesh,0,Doctorate,,,N.A.
UP814317,Dr. Ramashankar Maurya,Uttar Pradesh,1,M.A.,,,N.A.
UP814318,Shri Abdul Samad,Uttar Pradesh,0,M.A.,N.A.,N.A.,N.A.
UP814319,Dr. Ashok Chandra,Uttar Pradesh,0,M.V.Sc.,N.A.,N.A.,N.A.
UP814320,Shri Akhilesh Tiwari,Uttar Pradesh,0,M.Sc.,N.A.,N.A.,N.A.
UP814321,Shri Anurag Patel,Uttar Pradesh,0,M.A.,,,N.A.
UP814322,Shri Man Mohan Chaudhary,Uttar Pradesh,0,M.A.,Economics,Social Science and Liberal Arts,N.A.
UP814323,Dr. Ram Manohar Mishra,Uttar Pradesh,0,Doctorate,,,N.A.
UP814323,Dr. Ram Manohar Mishra,Uttar Pradesh,1,M.A.,,,N.A.
UP814324,Shri Anand Kumar Singh,Uttar Pradesh,0,B.A.,N.A.,N.A.,N.A.
UP814325,Shri Ram Kewal,Uttar Pradesh,0,M.A.,English,Languages and Fine Arts,N.A.
UP814326,Shri Anil Kumar,Uttar Pradesh,0,M.A.,Philosophy,Social Science and Liberal Arts,N.A.
UP814327,Shri Pradeep Kumar,Uttar Pradesh,0,M.A.,Philosophy,Social Science and Liberal Arts,N.A.
UP814327,Shri Pradeep Kumar,Uttar Pradesh,1,LL.B.,,,N.A.
UP814328,Shri Jagdeesh Prasad,Uttar Pradesh,0,M.A.,Philosophy,Social Science and Liberal Arts,N.A.
UP814330,Shri Markandey Shahi,Uttar Pradesh,0,LL.B.,,,N.A.
UP814330,Shri Markandey Shahi,Uttar Pradesh,1,B.A.,,,N.A.
UP814331,Shri Avinash Krishna Singh,Uttar Pradesh,0,M.A.,,,N.A.
UP814332,Shri Rajesh Prakash,Uttar Pradesh,0,M.A.,,,N.A.
UP814332,Shri Rajesh Prakash,Uttar Pradesh,1,LL.B.,,,N.A.
UP814333,Shri Pramod Kr Upadhyay,Uttar Pradesh,0,M.A.,Philosophy,Social Science and Liberal Arts,N.A.
UP814334,Shri Jagdeesh,Uttar Pradesh,0,M.A.,Sanskrit,Languages and Fine Arts,N.A.
UP814335,Ms. Sangeeta Singh,Uttar Pradesh,0,M.A.,,,N.A.
UP814336,Dr. Akhilesh Kumar Mishra,Uttar Pradesh,0,Doctorate,,,N.A.
UP814336,Dr. Akhilesh Kumar Mishra,Uttar Pradesh,1,M.Sc.,Genetics,Natural Sciences,N.A.
UP815303,Shri Shivakant Dwivedi,Uttar Pradesh,0,Graduate,N.A.,N.A.,N.A.
UP815304,Shri Anil Kumar,Uttar Pradesh,0,M.A.,N.A.,N.A.,N.A.
UP109V01,Shri Akhand Pratap Singh,Uttar Pradesh,0,M.Sc.,Chemistry,Natural Sciences,N.A.
UP109R01,Ms. Durga Sakthi Nagpal,Uttar Pradesh,0,B.Tech,N.A.,N.A.,N.A.
UP109V11,Shri K Balaji,Uttar Pradesh,0,B.E.,N.A.,N.A.,N.A.
UP109V02,Shri Ashutosh Niranjan,Uttar Pradesh,0,B.Tech,N.A.,N.A.,N.A.
UP109V03,Shri Kumar Prashant,Uttar Pradesh,0,B.Tech,,,N.A.
UP109V06,Ms. Neha Sharma,Uttar Pradesh,0,M.A.,N.A.,N.A.,N.A.
UP109V08,Ms. Monika Rani,Uttar Pradesh,0,M.A.,Economics,Social Science and Liberal Arts,N.A.
UP109V08,Ms. Monika Rani,Uttar Pradesh,1,B.Com.,,,N.A.
UP109V10,Shri Sujeet Kumar,Uttar Pradesh,0,B.Tech,,,N.A.
UP109R03,Ms. Sandeep Kaur,Uttar Pradesh,0,M.A.,,,N.A.
UP109R03,Ms. Sandeep Kaur,Uttar Pradesh,1,B.E.,Public Policy,"Governance, Law and Management",N.A.
UP109V04,Shri Shambhu Kumar,Uttar Pradesh,0,B.Tech,N.A.,N.A.,N.A.
UP109V07,Shri Sanjay Kumar Khatri,Uttar Pradesh,0,LL.B.,,,N.A.
UP109V07,Shri Sanjay Kumar Khatri,Uttar Pradesh,1,B.A.,,,N.A.
UP109V12,Shri Yogesh Kumar,Uttar Pradesh,0,M.Phil,Sociology,Social Science and Liberal Arts,N.A.
UP109V12,Shri Yogesh Kumar,Uttar Pradesh,1,M.A.,Sociology,Social Science and Liberal Arts,N.A.
UP109V09,Shri Nitish Kumar,Uttar Pradesh,0,B.Sc.,Engg Mining.Engg.,"Engineering, Technology and Mathematics",N.A.
UP109V05,Shri Bhawani S Khagrawat,Uttar Pradesh,0,Graduate,N.A.,N.A.,N.A.
UP815305,Shri Ravindra Kumar,Uttar Pradesh,0,M.Sc.,N.A.,N.A.,N.A.
UP815306,Shri Indra Vikram Singh,Uttar Pradesh,0,M.A.,N.A.,N.A.,N.A.
UP815307,Shri Hira Lal,Uttar Pradesh,0,B.Tech,N.A.,N.A.,N.A.
UP815308,Shri Ram Yagya Mishra,Uttar Pradesh,0,M.A.,N.A.,N.A.,N.A.
UP815309,Shri Shailendra Kumar Singh,Uttar Pradesh,0,M.Sc.,N.A.,N.A.,N.A.
UP815310,Shri Prakash C Srivastava,Uttar Pradesh,0,M.A.,N.A.,N.A.,N.A.
UP815311,Shri Rakesh Kumar Singh,Uttar Pradesh,0,M.A.,N.A.,N.A.,N.A.
UP815312,Shri Faisal Aftab,Uttar Pradesh,0,B.A.,N.A.,N.A.,N.A.
UP815313,Shri Deep Chandra,Uttar Pradesh,0,M.A.,N.A.,N.A.,N.A.
UP815314,Shri Amar Nath Upadhyay,Uttar Pradesh,0,B.A.,N.A.,N.A.,N.A.
UP815315,Shri Anil Kumar Singh,Uttar Pradesh,0,M.A.,N.A.,N.A.,N.A.
UP815316,Shri Sahab Singh,Uttar Pradesh,0,B.A.,N.A.,N.A.,N.A.
UP815317,Shri Nagendra Pratap,Uttar Pradesh,0,M.Sc.,N.A.,N.A.,N.A.
UP815318,Shri Sreesh Chandra Vema,Uttar Pradesh,0,M.Sc.,N.A.,N.A.,N.A.
UP815319,Shri Sushil Kumar Maurya,Uttar Pradesh,0,M.Sc.,N.A.,N.A.,N.A.
UP815320,Shri Divya Prakash Giri,Uttar Pradesh,0,M.Sc.,N.A.,N.A.,N.A.
UP815321,Shri Manvendra Singh,Uttar Pradesh,0,Graduate,N.A.,N.A.,N.A.
UP815322,Shri Atal Kumar Rai,Uttar Pradesh,0,Graduate,N.A.,N.A.,N.A.
UP815323,Shri Narendra Prasad Pandey,Uttar Pradesh,0,Graduate,N.A.,N.A.,N.A.
UP816002,Ms. Abha Gupta,Uttar Pradesh,0,M.B.B.S.,N.A.,N.A.,N.A.
UP816003,Shri Prabhanshu Kumar Srivastav,Uttar Pradesh,0,B.A.,N.A.,N.A.,N.A.
UP816005,Shri Surendra Ram,Uttar Pradesh,0,B.A.,,,N.A.
UP816005,Shri Surendra Ram,Uttar Pradesh,1,LL.B.,,,N.A.
UP816006,Shri Suryamani Lalchand,Uttar Pradesh,0,B.A.,,,N.A.
UP816006,Shri Suryamani Lalchand,Uttar Pradesh,1,LL.B.,,,N.A.
UP816007,Shri Om Prakash Arya,Uttar Pradesh,0,B.A.,N.A.,N.A.,N.A.
UP110V01,Shri Pulkit Khare,Uttar Pradesh,0,M.A.,,,N.A.
UP110V01,Shri Pulkit Khare,Uttar Pradesh,1,B.E.,Public Policy,"Governance, Law and Management",N.A.
UP110R01,Ms. Shruti,Uttar Pradesh,0,B.Tech,,,N.A.
UP110V02,Shri Shiv Sahay Awasthi,Uttar Pradesh,0,Graduate,N.A.,N.A.,N.A.
UP110V03,Shri Amit Kishore,Uttar Pradesh,0,M.A.,,,N.A.
UP110V03,Shri Amit Kishore,Uttar Pradesh,1,B.E.,Public Policy,"Governance, Law and Management",N.A.
UP110V04,Dr. Mannan Akhtar,Uttar Pradesh,0,M.B.B.S.,N.A.,N.A.,N.A.
UP110V05,Shri Kunal Silku,Uttar Pradesh,0,B.Tech,,,N.A.
UP110V06,Shri Amit Kumar Singh,Uttar Pradesh,0,B.Tech,,,N.A.
UP110V07,Shri Navneet Singh Chahal,Uttar Pradesh,0,B.E.,,,N.A.
UP110V08,Shri Vishak G,Uttar Pradesh,0,M.A.,,,N.A.
UP110V08,Shri Vishak G,Uttar Pradesh,1,B.Tech,Public Policy,"Governance, Law and Management",N.A.
UP110V09,Shri Aravind M Bangari,Uttar Pradesh,0,M.Sc.,Agri.,Others,N.A.
UP110V10,Shri Rishirendra Kumar,Uttar Pradesh,0,M.A.,N.A.,N.A.,N.A.
UP110V11,Shri Abhishek Singh,Uttar Pradesh,0,M.A.,,,N.A.
UP110V12,Shri Mahendra B Singh,Uttar Pradesh,0,B.Tech,,,N.A.
UP110T01,Shri Ravindra Kumar,Uttar Pradesh,0,Graduate,N.A.,N.A.,N.A.
UP110V13,Shri Manish Kumar Verma,Uttar Pradesh,0,M.Phil,,,N.A.
UP110V13,Shri Manish Kumar Verma,Uttar Pradesh,1,M.A.,,,N.A.
UP110V14,Shri Andra Vamsi,Uttar Pradesh,0,B.Tech,N.A.,N.A.,N.A.
UP110V15,Shri Deepak Meena,Uttar Pradesh,0,B.Tech,N.A.,N.A.,N.A.
UP110V16,Shri Krishna Karunesh,Uttar Pradesh,0,M.A.,,,N.A.
UP110V16,Shri Krishna Karunesh,Uttar Pradesh,1,LL.B.,,,N.A.
UP816008,Shri Krishna Kumar,Uttar Pradesh,0,B.Sc.,Mathematics,"Engineering, Technology and Mathematics",N.A.
UP816008,Shri Krishna Kumar,Uttar Pradesh,1,M.A.,,,N.A.
UP816010,Ms. Sudha Verma,Uttar Pradesh,0,M.A.,Economics,Social Science and Liberal Arts,N.A.
UP816011,Shri Krishna Kumar Gupta,Uttar Pradesh,0,M.A.,N.A.,N.A.,N.A.
UP816012,Shri Awdesh Kumar Tiwari,Uttar Pradesh,0,M.A.,,,N.A.
UP816012,Shri Awdesh Kumar Tiwari,Uttar Pradesh,1,M.B.A.,,,N.A.
UP816013,Shri Devendra Kumar Pandey,Uttar Pradesh,0,M.A.,N.A.,N.A.,N.A.
UP816014,Shri Anil Kumar Mishra,Uttar Pradesh,0,M.A.,,,N.A.
UP816014,Shri Anil Kumar Mishra,Uttar Pradesh,1,LL.B.,,,N.A.
UP816015,Shri Om Prakash Rai,Uttar Pradesh,0,M.Sc.,Mathematics,"Engineering, Technology and Mathematics",N.A.
UP816016,Shri Udai Bhanu Tripathi,Uttar Pradesh,0,B.Sc.,,,N.A.
UP816016,Shri Udai Bhanu Tripathi,Uttar Pradesh,1,M.A.,,,N.A.
UP816017,Shri Sanjay Kumar Singh Yadav,Uttar Pradesh,0,B.A.,,,N.A.
UP816017,Shri Sanjay Kumar Singh Yadav,Uttar Pradesh,1,LL.B.,,,N.A.
UP111V01,Shri Raveesh Gupta,Uttar Pradesh,0,M.B.A.,,,N.A.
UP111V01,Shri Raveesh Gupta,Uttar Pradesh,1,B.Tech,,,N.A.
UP111V02,Smt. Neha Prakash,Uttar Pradesh,0,PG,,,N.A.
UP111V02,Smt. Neha Prakash,Uttar Pradesh,1,Diploma,Management,"Engineering, Technology and Mathematics",N.A.
UP111V02,Smt. Neha Prakash,Uttar Pradesh,2,B.E.,,,N.A.
UP111V03,Dr. Ujjwal Kumar,Uttar Pradesh,0,M.V.Sc.,N.A.,N.A.,N.A.
UP111V04,Shri Sharma Prashant,Uttar Pradesh,0,B.Tech,N.A.,N.A.,N.A.
UP111V05,Ms. Yashu Rustagi,Uttar Pradesh,0,B.E.,,,N.A.
UP111V06,Shri Amit Singh Bansal,Uttar Pradesh,0,B.A.,Hons English,Languages and Fine Arts,N.A.
UP111V07,Shri Chandra Vijay Singh,Uttar Pradesh,0,B.Tech,N.A.,N.A.,N.A.
UP111V08,Shri Sanjeev Singh,Uttar Pradesh,0,M.A.,,,N.A.
UP111V08,Shri Sanjeev Singh,Uttar Pradesh,1,B.Sc.,,,N.A.
UP111V09,Shri Praveen Kumar Laxkar,Uttar Pradesh,0,M.A.,Histology,Social Science and Liberal Arts,N.A.
UP111V09,Shri Praveen Kumar Laxkar,Uttar Pradesh,1,B.Ed.,,,N.A.
UP111V10,Shri Ankit Kumar Agrawal,Uttar Pradesh,0,B.E.,N.A.,N.A.,N.A.
UP111V11,Ms. C Indhumathy,Uttar Pradesh,0,B.E.,N.A.,N.A.,N.A.
UP111V12,Dr.(Ms.) Vibha Chahal,Uttar Pradesh,0,M.B.B.S.,N.A.,N.A.,N.A.
UP111V13,Shri Abhishek Singh,Uttar Pradesh,0,B.E.,Computers,"Engineering, Technology and Mathematics",N.A.
UP111V14,Ms. Jasjit Kaur,Uttar Pradesh,0,B.Sc.,Economics,Social Science and Liberal Arts,N.A.
UP111V15,Shri Arun Kumar,Uttar Pradesh,0,B.Tech,,,N.A.
UP111V16,Shri A Dineshkumar,Uttar Pradesh,0,B.E.,,,N.A.
UP111V17,Shri T K Shibu,Uttar Pradesh,0,B.Tech,N.A.,N.A.,N.A.
UP816018,Shri Sanjay Kumar Singh,Uttar Pradesh,0,M.A.,N.A.,N.A.,N.A.
UP816019,Shri Kedar Nath Singh,Uttar Pradesh,0,Graduate,N.A.,N.A.,N.A.
UP816020,Shri Devendra Kr Singh Kushwaha,Uttar Pradesh,0,B.A.,,,N.A.
UP816020,Shri Devendra Kr Singh Kushwaha,Uttar Pradesh,1,LL.B.,,,N.A.
UP816021,Shri Shiv Prasad,Uttar Pradesh,0,M.A.,Hindi,Languages and Fine Arts,N.A.
UP112V01,Ms. Chandni Singh,Uttar Pradesh,0,B.A.,N.A.,N.A.,N.A.
UP112V02,Ms. Apurva Dubey,Uttar Pradesh,0,B.A.,N.A.,N.A.,N.A.
UP112V03,Ms. Priyanka Niranjan,Uttar Pradesh,0,M.A.,N.A.,N.A.,N.A.
UP112V04,Shri Raj Kamal Yadav,Uttar Pradesh,0,Graduate,N.A.,N.A.,N.A.
UP112V05,Ms. Aryaka Akhoury,Uttar Pradesh,0,M.Sc.,Bio-Technology,"Engineering, Technology and Mathematics",N.A.
UP112V06,Ms. Deepa Agrawal,Uttar Pradesh,0,B.A.,N.A.,N.A.,N.A.
UP112V07,Ms. Divya Mittal,Uttar Pradesh,0,PG,,,N.A.
UP112V07,Ms. Divya Mittal,Uttar Pradesh,1,Diploma,Management,"Engineering, Technology and Mathematics",N.A.
UP112V07,Ms. Divya Mittal,Uttar Pradesh,2,B.A.,,,N.A.
UP112V08,Shri Satyendra Kumar,Uttar Pradesh,0,B.E.,N.A.,N.A.,N.A.
UP112V09,Shri Anuj Singh,Uttar Pradesh,0,B.Tech,N.A.,N.A.,N.A.
UP112V10,Shri Ramesh Ranjan,Uttar Pradesh,0,B.Tech,N.A.,N.A.,N.A.
UP112V11,Ms. Harshita Mathur,Uttar Pradesh,0,B.A.,N.A.,N.A.,N.A.
UP112V12,Shri Sanjeev Ranjan,Uttar Pradesh,0,B.Tech,N.A.,N.A.,N.A.
UP112V14,Shri Avinash Kumar,Uttar Pradesh,0,B.Tech,N.A.,N.A.,N.A.
UP112V15,Shri Sunil Kumar Verma,Uttar Pradesh,0,B.Tech,N.A.,N.A.,N.A.
UP112V16,Shri Ravindra Kumar Mander,Uttar Pradesh,0,B.A.,N.A.,N.A.,N.A.
UP113V02,Ms. Neha Jain,Uttar Pradesh,0,Graduate,N.A.,N.A.,N.A.
UP113V08,Shri Manish Bansal,Uttar Pradesh,0,M.Tech,N.A.,N.A.,N.A.
UP113A01,Ms. Medha Roopam,Uttar Pradesh,0,Graduate,N.A.,N.A.,N.A.
UP113B01,Ms. Kritika Jyotsna,Uttar Pradesh,0,Graduate,N.A.,N.A.,N.A.
UP113V07,Shri Rahul Pandey,Uttar Pradesh,0,B.Tech,N.A.,N.A.,N.A.
UP113V09,Ms. Isha Duhan,Uttar Pradesh,0,B.Tech,N.A.,N.A.,N.A.
UP113V06,Shri Avanish Kumar Rai,Uttar Pradesh,0,B.Tech,N.A.,N.A.,N.A.
UP113V01,Shri Akshay Tripathi,Uttar Pradesh,0,B.Tech,,,N.A.
UP113V12,Shri Ravi Ranjan,Uttar Pradesh,0,B.Tech,N.A.,N.A.,N.A.
UP113V13,Shri Abhishek Anand,Uttar Pradesh,0,B.Tech,N.A.,N.A.,N.A.
UP113V05,Shri Gaurang Rathi,Uttar Pradesh,0,B.Tech,N.A.,N.A.,N.A.
UP113V14,Shri Mridul Chowdhary,Uttar Pradesh,0,M.B.A.,N.A.,N.A.,N.A.
UP113C02,Ms. Prerna Sharma,Uttar Pradesh,0,B.A.,History,Social Science and Liberal Arts,N.A.
UP113V11,Ms. Archana Verma,Uttar Pradesh,0,Graduate,N.A.,N.A.,N.A.
UP113V10,Shri Prem Ranjan Singh,Uttar Pradesh,0,B.Tech,N.A.,N.A.,N.A.
UP113V15,Shri Funde Nikhil Tikaram,Uttar Pradesh,0,B.E.,N.A.,N.A.,N.A.
UP113V16,Shri Dr. Mahendra Kumar,Uttar Pradesh,0,Graduate,N.A.,N.A.,N.A.
UP113V17,Shri Sandeep Kumar,Uttar Pradesh,0,B.Tech,N.A.,N.A.,N.A.
UP114V01,Shri Ashish Kumar,Uttar Pradesh,0,B.Tech,N.A.,N.A.,N.A.
UP114V02,Shri Arvind Singh,Uttar Pradesh,0,B.Tech,N.A.,N.A.,N.A.
UP114V03,Shri Ajay Kumar Dwivedi,Uttar Pradesh,0,B.Tech,N.A.,N.A.,N.A.
UP114V04,Shri Pavan Agarwal,Uttar Pradesh,0,B.Tech,N.A.,N.A.,N.A.
UP114V05,Shri Anunaya Jha,Uttar Pradesh,0,B.Tech,N.A.,N.A.,N.A.
UP114V06,Shri Pranay Singh,Uttar Pradesh,0,M.B.A.,,,N.A.
UP114V06,Shri Pranay Singh,Uttar Pradesh,1,B.E.,,,N.A.
UP114M09,Ms. J Reebha,Uttar Pradesh,0,Graduate,N.A.,N.A.,N.A.
UP114V09,Shri Mahender Singh Tawar,Uttar Pradesh,0,B.Tech,N.A.,N.A.,N.A.
UP114V10,Shri Rajender Pensiya,Uttar Pradesh,0,B.Com.,N.A.,N.A.,N.A.
UP114V11,Shri Alok Yadav,Uttar Pradesh,0,B.Tech,N.A.,N.A.,N.A.
UP114V12,Dr. Rajaganapathy R,Uttar Pradesh,0,M.B.B.S.,N.A.,N.A.,N.A.
UP114V13,Shri Madhusudan Hulgi,Uttar Pradesh,0,Graduate,N.A.,N.A.,N.A.
UP114V14,Shri Duli Amandeep,Uttar Pradesh,0,Graduate,N.A.,N.A.,N.A.
UP114V15,Shri Jogindra Singh,Uttar Pradesh,0,B.Tech,N.A.,N.A.,N.A.
UP114V16,Ms. Asmita Lal,Uttar Pradesh,0,Graduate,N.A.,N.A.,N.A.
UP114V17,Ms. Nisha,Uttar Pradesh,0,B.Tech,N.A.,N.A.,N.A.
UP114V18,Shri Shivasharanappa G N,Uttar Pradesh,0,B.E.,N.A.,N.A.,N.A.
UP114V19,Shri Arvind Kumar Chauhan,Uttar Pradesh,0,B.Sc.,N.A.,N.A.,N.A.
UP115V01,Shri Shashank Tripathi,Uttar Pradesh,0,B.Tech,N.A.,N.A.,N.A.
UP115V02,Shri Anupam Shukla,Uttar Pradesh,0,M.Sc.,N.A.,N.A.,N.A.
UP115V03,Shri Amit Pal,Uttar Pradesh,0,M.B.B.S.,N.A.,N.A.,N.A.
UP115V04,Shri Prathamesh Kumar,Uttar Pradesh,0,B.Tech,N.A.,N.A.,N.A.
UP115V05,Shri Chandra Mohan Garg,Uttar Pradesh,0,B.E.,N.A.,N.A.,N.A.
UP115V06,Shri Pulkit Garg,Uttar Pradesh,0,B.Tech,N.A.,N.A.,N.A.
UP115V07,Shri Abhishek Pandey,Uttar Pradesh,0,B.Tech,N.A.,N.A.,N.A.
UP115V08,Shri Ashwini Kumar Pandey,Uttar Pradesh,0,B.E.,N.A.,N.A.,N.A.
UP115M05,Ms. Sarneet Kaur Broca,Uttar Pradesh,0,B.Tech,,,N.A.
UP115V09,Ms. Gazal Bharadwaj,Uttar Pradesh,0,B.Tech,N.A.,N.A.,N.A.
UP115V10,Shri Shailesh Kumar,Uttar Pradesh,0,B.Tech,N.A.,N.A.,N.A.
UP115V11,Shri Kumar Harsh,Uttar Pradesh,0,Graduate,N.A.,N.A.,N.A.
UP115V12,Shri Abhishek Goyal,Uttar Pradesh,0,B.Com.,N.A.,N.A.,N.A.
UP115V13,Shri Atul Vats,Uttar Pradesh,0,B.E.,N.A.,N.A.,N.A.
UP115V14,Ms. Annapurna Garg,Uttar Pradesh,0,M.A.,N.A.,N.A.,N.A.
UP115L01,Ms. Eesha Priya,Uttar Pradesh,0,Graduate,N.A.,N.A.,N.A.
UP115C02,Shri Vipin Kumar Jain,Uttar Pradesh,0,M.B.B.S.,N.A.,N.A.,N.A.
UP115U06,Dr. Ankur Lather,Uttar Pradesh,0,M.B.B.S.,N.A.,N.A.,N.A.
UP115V15,Shri Satya Prakash,Uttar Pradesh,0,B.Tech,N.A.,N.A.,N.A.
UP115V16,Ms. Kavita Meena,Uttar Pradesh,0,M.A.,N.A.,N.A.,N.A.
UP115V17,Shri Amit Aasery,Uttar Pradesh,0,B.Tech,N.A.,N.A.,N.A.
UP115V18,Shri Inderjit Singh,Uttar Pradesh,0,M.Sc.,N.A.,N.A.,N.A.
UP116V06,Shri Gaurav Singh Sogarwal,Uttar Pradesh,0,B.E.,N.A.,N.A.,N.A.
UP116V03,Shri Ishan Pratap Singh,Uttar Pradesh,0,B.Tech,N.A.,N.A.,N.A.
UP116V14,Ms. M Arunmozhi,Uttar Pradesh,0,B.Tech,N.A.,N.A.,N.A.
UP116V17,Ms. Prerna Singh,Uttar Pradesh,0,B.E.,N.A.,N.A.,N.A.
UP116V01,Ms. Saumya Pandey,Uttar Pradesh,0,B.Tech,N.A.,N.A.,N.A.
UP116V12,Shri Akshat Verma,Uttar Pradesh,0,B.Tech,N.A.,N.A.,N.A.
UP116V09,Ms. Akanksha Rana,Uttar Pradesh,0,M.Sc.,N.A.,N.A.,N.A.
UP116V15,Ms. Anita Yadav,Uttar Pradesh,0,M.Phil,N.A.,N.A.,N.A.
UP116V13,Shri Manikandan A,Uttar Pradesh,0,Graduate,N.A.,N.A.,N.A.
UP116V16,Ms. Sreelakshmy V S,Uttar Pradesh,0,B.A.M.S.,N.A.,N.A.,N.A.
UP116A01,Ms. Anuj Malik,Uttar Pradesh,0,Graduate,N.A.,N.A.,N.A.
UP116V04,Shri Prabhash Kumar,Uttar Pradesh,0,B.Tech,N.A.,N.A.,N.A.
UP116V07,Ms. Ekta Singh,Uttar Pradesh,0,B.Tech,N.A.,N.A.,N.A.
UP116V10,Shri Sipu Giri,Uttar Pradesh,0,B.A.,N.A.,N.A.,N.A.
UP116V05,Shri Ankit Khandelwal,Uttar Pradesh,0,B.E.,N.A.,N.A.,N.A.
UP116V11,Shri Praveen Verma,Uttar Pradesh,0,B.Tech,N.A.,N.A.,N.A.
UP116V18,Shri Divyanshu Patel,Uttar Pradesh,0,M.Phil,N.A.,N.A.,N.A.
UP116V08,Shri Shashank Chaudhary,Uttar Pradesh,0,B.Tech,N.A.,N.A.,N.A.
UP116V02,Shri Anand Vardhan,Uttar Pradesh,0,B.E.,N.A.,N.A.,N.A.
UP117V01,Shri Anubhav Singh,Uttar Pradesh,0,Graduate,N.A.,N.A.,N.A.
UP117V02,Shri Rishi Raj,Uttar Pradesh,0,Graduate,N.A.,N.A.,N.A.
UP117V03,Shri Sandeep Bhagia,Uttar Pradesh,0,Graduate,N.A.,N.A.,N.A.
UP117V04,Shri Gaurav Kumar,Uttar Pradesh,0,Graduate,N.A.,N.A.,N.A.
UP117V05,Shri Sudhir Kumar,Uttar Pradesh,0,Graduate,N.A.,N.A.,N.A.
UP117V06,Shri Seelam Sai Teja,Uttar Pradesh,0,Graduate,N.A.,N.A.,N.A.
UP117V07,Shri Vikramaditya Singh Malik,Uttar Pradesh,0,Graduate,N.A.,N.A.,N.A.
UP117V08,Shri Sanjeev Kumar Maurya,Uttar Pradesh,0,Graduate,N.A.,N.A.,N.A.
UP117V09,Shri Prem Prakash Meena,Uttar Pradesh,0,Graduate,N.A.,N.A.,N.A.
UP117V10,Shri Nand Kishore Kalal,Uttar Pradesh,0,Graduate,N.A.,N.A.,N.A.
